"day_of_week","collision_type","crash_month","weather","vehicle_count","time_of_day","maj_inj_count","max_severity_level","dec_lat","dec_long"
6,1,3,1,5,755,0,8,40.42490005,-80.11460114
7,6,3,1,3,1910,0,4,40.4673996,-79.83429718
5,5,2,1,2,1100,1,2,40.42950058,-79.87689972
5,0,3,1,1,2325,0,3,40.5461998,-80.12180328
6,1,3,1,5,649,0,8,40.31850052,-79.89920044
7,7,3,1,1,1818,0,8,40.59349823,-79.77030182
4,8,3,9,1,914,0,1,40.29299927,-79.88549805
7,7,3,1,1,1424,0,4,40.2765007,-79.80470276
1,4,3,1,2,1409,0,8,40.45920181,-79.92209625
1,8,3,1,1,1541,0,8,40.28919983,-79.8839035
3,1,3,1,2,1852,0,8,40.61600113,-79.9464035
2,4,3,1,2,1653,0,4,40.44390106,-79.71360016
1,1,3,1,2,1423,0,4,40.36940002,-80.03050232
5,2,3,1,2,1633,0,4,40.35839844,-80.02999878
1,7,3,1,1,2216,0,8,40.50329971,-80.06240082
1,7,3,1,1,20,0,8,40.30899811,-79.83100128
5,0,3,1,3,1855,0,4,40.40340042,-80.10700226
5,7,3,1,1,1654,0,8,40.42900085,-79.93979645
5,1,3,1,2,1740,0,4,40.41579819,-80.08460236
6,1,3,1,3,610,0,4,40.42599869,-79.89830017
6,1,3,1,6,714,0,8,40.41719818,-80.08660126
6,7,3,1,1,526,0,3,40.49300003,-79.89920044
7,8,3,1,1,1400,0,3,40.42919922,-79.79290009
2,8,3,1,1,735,0,8,40.47330093,-79.92549896
5,1,3,1,3,1231,0,8,40.56499863,-80.03829956
5,7,3,1,1,1921,0,8,40.57210159,-80.02349854
5,7,3,1,1,235,0,4,40.52920151,-80.23079681
5,1,2,4,3,920,0,4,40.41289902,-80.07949829
7,7,3,1,2,231,0,4,40.32770157,-80.14080048
1,7,3,1,1,231,0,4,40.42580032,-79.90049744
2,7,3,1,1,221,1,2,40.67459869,-80.10590363
2,4,3,1,2,145,0,3,40.4612999,-79.90010071
6,1,3,1,4,1740,0,4,40.49340057,-79.87239838
7,4,3,1,2,1133,0,8,40.56290054,-79.96620178
3,8,3,1,1,1048,0,8,40.42179871,-79.99369812
2,4,3,1,2,1426,0,4,40.38629913,-80.08409882
6,1,3,1,3,1223,0,8,40.57479858,-79.96040344
2,4,3,1,2,2247,0,8,40.61000061,-80.05329895
2,1,3,1,2,1614,0,4,40.34410095,-80.02580261
3,4,3,1,2,1140,0,8,40.4253006,-79.92389679
3,4,3,4,2,2132,0,8,40.34590149,-79.84940338
3,4,3,1,2,1944,0,4,40.43859863,-80.06330109
4,7,3,4,2,550,0,4,40.32429886,-80.12380219
4,6,3,8,2,747,0,8,40.50429916,-79.80999756
4,4,3,1,2,1033,0,8,40.42760086,-79.89109802
4,4,3,1,2,1050,0,8,40.46509933,-79.94650269
4,4,3,1,2,1303,0,4,40.45859909,-79.90799713
4,7,3,1,1,1400,0,4,40.35609818,-79.89810181
2,4,3,1,4,1627,0,8,40.53739929,-80.01210022
4,8,3,1,1,1520,0,8,40.45360184,-79.94760132
3,1,3,4,2,2200,0,8,40.45729828,-79.93720245
4,8,3,1,1,1743,0,3,40.42419815,-79.99749756
4,4,3,1,2,1655,0,4,40.41009903,-80.03160095
4,4,3,1,2,1710,0,8,40.40000153,-80.04509735
7,7,3,1,1,1655,0,3,40.45360184,-80.16549683
4,1,3,1,3,1853,0,8,40.44779968,-79.93730164
4,7,3,1,1,1625,0,8,40.24679947,-79.91069794
4,4,3,1,2,1852,0,8,40.48310089,-80.03540039
4,4,3,1,2,2057,0,8,40.44049835,-79.99150085
4,8,3,1,1,2010,0,3,40.46780014,-80.02510071
7,4,3,1,2,1321,0,4,40.35160065,-79.8565979
1,0,3,1,2,2323,0,4,40.42100143,-80.04180145
3,1,3,1,2,646,0,4,40.41910172,-80.05269623
5,1,3,1,4,730,0,4,40.42440033,-79.9516983
5,7,3,1,1,1230,0,8,40.40069962,-80.082901
5,8,3,1,1,1544,0,3,40.38270187,-79.96990204
4,7,3,1,1,1928,0,8,40.43579865,-79.96450043
4,7,3,9,1,642,0,8,40.4394989,-80.19059753
4,4,3,1,2,1236,0,8,40.51710129,-80.27670288
5,1,3,1,3,1750,0,3,40.45800018,-79.70839691
4,7,3,2,1,2200,0,3,40.39989853,-79.771698
4,7,3,4,1,535,0,8,40.52550125,-79.76899719
4,7,3,4,1,550,0,4,40.67100143,-80.1344986
5,7,3,1,2,230,0,4,40.47909927,-79.84850311
5,1,3,1,3,1341,0,4,40.36610031,-80.10700226
5,1,3,1,2,1509,0,8,40.58209991,-80.05919647
5,4,3,1,2,735,0,3,40.29380035,-80.0306015
6,4,3,1,2,1209,0,4,40.44979858,-80.17279816
6,8,3,1,1,2025,0,4,40.44240189,-79.99590302
7,5,3,1,3,919,0,4,40.40190125,-80.0007019
2,4,3,1,2,1325,0,4,40.55319977,-80.0381012
7,1,3,1,2,1145,0,8,40.46960068,-80.03639984
6,4,3,1,2,1935,0,4,40.5243988,-79.8289032
7,1,3,2,2,1525,0,4,40.59809875,-80.07749939
7,7,3,2,1,1646,0,4,40.42039871,-79.88939667
7,4,3,2,2,2204,0,3,40.45029831,-80.23280334
7,5,3,2,3,2316,0,4,40.42679977,-79.93979645
2,7,3,1,1,1400,0,8,40.40779877,-79.74880219
2,8,3,1,1,1238,0,8,40.49779892,-80.06020355
3,7,3,1,1,855,0,3,40.40219879,-79.75759888
1,7,3,4,1,324,1,2,40.39680099,-79.97869873
1,7,3,1,1,1953,0,8,40.39630127,-79.80460358
2,1,3,1,2,607,0,4,40.35440063,-79.8423996
2,1,3,1,2,1004,0,8,40.40439987,-79.94139862
2,4,3,1,2,1229,0,3,40.43809891,-79.99440002
7,1,3,2,4,2322,0,8,40.38970184,-80.04139709
4,7,3,1,1,1405,0,4,40.43019867,-80.13490295
2,7,3,1,1,1449,0,8,40.36610031,-80.10700226
2,4,3,1,2,1725,0,4,40.38710022,-79.99569702
2,1,3,1,2,2100,0,4,40.40650177,-80.03540039
2,4,3,1,2,642,0,4,40.4530983,-79.9803009
3,5,4,1,2,930,0,8,40.46089935,-79.9233017
2,1,3,1,2,1050,0,8,40.43799973,-80.05390167
6,1,3,1,3,702,0,8,40.54130173,-79.78410339
5,1,3,1,4,1631,0,4,40.49420166,-80.01170349
3,1,4,1,3,1610,0,4,40.40840149,-80.01779938
3,1,4,1,2,1730,0,8,40.45740128,-79.93699646
2,1,3,1,3,1617,0,4,40.59159851,-79.94799805
3,1,4,1,2,1745,0,8,40.34120178,-80.12039948
3,4,4,1,2,1517,0,8,40.61299896,-79.75720215
3,1,4,1,2,1715,0,4,40.44760132,-80.01059723
3,4,4,1,2,1900,0,3,40.42720032,-79.9897995
3,7,4,1,1,1914,0,3,40.4518013,-80.2303009
3,1,4,1,2,2126,0,4,40.40179825,-80.06770325
3,7,4,1,1,2234,0,8,40.44060135,-79.99310303
3,7,4,1,1,2020,0,3,40.34519958,-80.16049957
4,0,3,1,1,500,0,3,40.52870178,-80.07219696
4,7,3,1,1,604,0,4,40.44509888,-79.84500122
4,9,4,1,2,455,0,8,40.60240173,-79.75450134
6,1,3,1,2,856,0,4,40.65520096,-80.0868988
4,4,4,2,2,804,0,8,40.45000076,-79.9552002
3,1,4,1,2,1335,0,8,40.45569992,-79.93319702
2,7,3,1,1,1408,0,4,40.50790024,-80.16989899
5,4,3,1,2,1422,0,4,40.33950043,-80.02279663
3,4,4,1,2,1642,0,4,40.33110046,-80.03070068
3,7,4,1,1,950,0,3,40.38079834,-80.08450317
4,1,4,1,3,1529,0,4,40.35499954,-79.9905014
4,4,4,1,2,1640,0,4,40.44929886,-79.99909973
3,7,2,1,1,2229,0,3,40.42900085,-80.02919769
5,5,3,1,2,1930,0,8,40.43600082,-80.24980164
4,7,3,1,1,57,0,4,40.41230011,-80.07790375
4,1,3,1,2,658,0,4,40.42470169,-80.1135025
7,5,3,2,2,1523,0,4,40.36830139,-79.8660965
4,4,4,1,2,1316,0,8,40.45119858,-79.92579651
5,4,4,1,1,859,0,4,40.43870163,-79.9464035
3,1,4,1,2,1502,0,8,40.58119965,-80.01239777
3,4,4,1,2,1742,0,3,40.60599899,-80.05139923
4,4,4,1,2,1228,0,3,40.47380066,-80.28199768
5,4,4,1,2,1340,0,4,40.45069885,-79.90579987
4,4,4,1,2,1650,0,4,40.45619965,-79.89559937
5,5,4,2,2,1515,0,8,40.49610138,-79.87169647
4,1,4,1,4,1728,0,8,40.49140167,-79.88890076
5,7,4,2,1,1623,0,8,40.4917984,-79.86779785
5,9,4,2,1,1945,0,4,40.45059967,-79.84380341
5,4,4,2,2,1553,0,3,40.60490036,-79.75360107
4,4,4,2,2,2038,0,8,40.44810104,-79.70950317
1,8,3,1,1,155,0,3,40.45330048,-80.00170135
5,4,4,2,2,250,0,4,40.37659836,-79.97550201
6,7,4,1,1,200,0,4,40.49010086,-79.84999847
5,1,4,2,2,1340,0,4,40.44070053,-79.74330139
6,5,4,1,3,529,0,8,40.5021019,-80.0510025
5,7,4,1,1,105,1,2,40.57619858,-79.99510193
2,1,3,1,2,620,0,4,40.45209885,-80.1339035
5,4,1,4,2,1641,0,8,40.52809906,-80.16349792
7,4,1,1,2,1521,0,8,40.53960037,-80.17980194
7,2,2,4,2,2336,1,2,40.56359863,-80.20839691
6,8,4,2,1,1517,0,3,40.38729858,-79.98390198
3,4,4,1,2,1515,0,4,40.34280014,-79.94629669
5,2,4,2,2,1816,0,1,40.35979843,-79.83049774
6,4,4,1,2,1923,0,4,40.6147995,-80.0970993
6,2,4,2,2,1732,0,4,40.5788002,-79.96920013
2,1,3,1,2,1252,0,3,40.34840012,-79.94480133
7,4,4,1,2,25,0,4,40.43989944,-79.98400116
7,8,4,1,1,935,0,8,40.38669968,-79.98059845
7,4,4,1,2,1110,0,4,40.4530983,-80.02069855
7,0,4,1,2,1606,1,2,40.4836998,-80.10710144
7,5,4,1,2,1750,0,4,40.48970032,-80.0184021
7,1,4,1,2,1335,0,4,40.42990112,-80.02870178
6,1,4,1,2,2114,0,4,40.50279999,-79.84329987
1,4,4,1,2,155,0,4,40.48279953,-79.95130157
1,7,4,9,1,109,0,3,40.3266983,-79.79509735
1,7,4,1,1,637,0,3,40.39889908,-79.8973999
1,2,4,1,3,1220,0,8,40.36959839,-79.91239929
7,4,4,1,2,1728,0,8,40.31240082,-79.93840027
3,1,4,1,2,1543,0,3,40.4219017,-79.80449677
2,7,3,1,1,1450,0,4,40.50419998,-80.13780212
2,5,3,1,3,1010,0,8,40.4341011,-79.99120331
7,7,4,1,1,2138,0,4,40.34420013,-79.80639648
6,1,4,1,2,1738,0,8,40.30049896,-79.92279816
1,4,4,1,2,1630,0,8,40.45669937,-80.00009918
1,7,4,1,1,1830,0,3,40.42770004,-80.02349854
5,2,4,1,2,1931,0,8,40.40639877,-79.91259766
6,2,4,2,4,1316,0,4,40.57799911,-79.9536972
2,1,4,1,3,946,0,8,40.45899963,-79.82330322
3,4,4,1,2,1546,0,3,40.51409912,-80.00499725
2,7,3,1,1,613,0,3,40.51010132,-80.20469666
2,4,4,1,2,757,0,8,40.53730011,-79.83709717
2,1,4,1,2,1645,0,4,40.61380005,-80.09999847
7,1,4,1,2,1856,0,4,40.49069977,-79.88200378
3,7,3,1,1,1707,0,4,40.44240189,-79.76010132
7,4,4,1,2,2140,0,4,40.43050003,-79.79239655
1,7,4,1,1,2117,0,3,40.41550064,-79.71970367
1,7,3,1,1,1909,0,3,40.62779999,-79.89199829
5,4,4,2,2,1458,0,4,40.37179947,-80.08260345
3,4,4,2,2,910,0,8,40.44660187,-79.89360046
5,7,4,1,1,459,0,8,40.56840134,-80.00559998
7,4,4,1,2,1615,0,4,40.5868988,-80.04160309
2,7,3,1,1,2012,0,3,40.56919861,-80.21440125
2,8,4,2,1,2120,0,4,40.46590042,-80.06079865
5,2,4,2,2,2223,0,3,40.48289871,-79.91970062
2,4,4,1,1,1750,0,4,40.44129944,-79.95580292
3,1,4,1,2,1610,0,4,40.4618988,-79.89379883
3,1,4,1,2,1734,0,4,40.45679855,-80.01560211
5,1,2,2,2,1206,0,4,40.43450165,-79.99700165
6,7,3,1,1,248,0,4,40.44649887,-80.16750336
3,4,4,1,2,1522,0,8,40.43740082,-80.00270081
2,4,4,1,4,1520,0,3,40.45589828,-79.97709656
3,6,4,1,2,2005,0,3,40.32239914,-80.06900024
3,2,4,1,2,2255,0,4,40.44440079,-79.95809937
4,1,4,1,2,1405,0,4,40.43640137,-79.97609711
2,1,3,1,2,1618,0,4,40.5196991,-80.21779633
2,5,4,1,2,1419,0,8,40.49200058,-80.04840088
4,1,4,1,3,1605,1,2,40.44179916,-80.20310211
4,1,4,1,2,1541,0,4,40.45059967,-80.17420197
4,4,4,1,2,1819,0,4,40.52600098,-79.84269714
4,4,4,1,2,2120,0,4,40.48949814,-79.81990051
4,6,4,1,2,647,0,4,40.43529892,-80.01200104
3,0,4,1,2,1615,0,8,40.42770004,-79.95410156
4,1,4,1,2,805,0,3,40.42559814,-79.90450287
4,1,4,1,2,907,0,4,40.58560181,-80.06950378
5,4,4,1,3,1140,0,8,40.43980026,-79.95939636
5,4,4,1,2,1426,0,3,40.44049835,-80.2385025
4,1,4,1,2,2031,0,8,40.46350098,-79.82409668
5,4,4,1,2,1600,0,8,40.49330139,-79.91359711
5,7,4,1,1,1535,0,8,40.49020004,-80.01950073
5,4,4,1,2,1853,0,4,40.35820007,-79.83180237
5,1,4,1,3,1605,0,3,40.40340042,-79.98989868
2,1,4,1,2,2005,0,4,40.43220139,-80.00389862
1,4,3,1,3,1000,0,8,40.27209854,-79.88569641
1,5,3,1,2,1514,0,4,40.46289825,-79.99980164
6,1,4,2,3,729,0,3,40.43289948,-79.93650055
4,1,4,1,3,1440,0,3,40.59379959,-79.96790314
1,8,3,1,1,1134,0,3,40.41199875,-79.98429871
5,4,3,1,2,1226,0,8,40.39770126,-80.08370209
6,4,4,2,2,1249,0,8,40.33119965,-79.94560242
6,7,4,1,1,656,0,4,40.35390091,-79.88150024
5,4,4,1,2,2130,0,8,40.39619827,-79.99810028
5,2,4,1,2,1748,0,8,40.24089813,-79.86009979
7,4,4,1,2,1147,0,8,40.32789993,-80.03070068
6,4,4,1,2,1731,0,8,40.47029877,-80.22039795
6,2,4,1,2,1730,0,4,40.38479996,-79.97699738
5,8,4,1,1,1725,0,4,40.38169861,-79.97399902
5,4,4,1,3,1601,0,8,40.21459961,-79.82879639
6,1,4,1,3,2210,0,4,40.40570068,-79.99130249
5,1,4,1,2,1730,0,4,40.21659851,-79.84390259
4,1,4,1,2,708,0,4,40.36460114,-79.93090057
6,7,4,2,1,500,0,3,40.40480042,-80.01889801
6,4,4,1,2,807,0,4,40.34830093,-80.15540314
4,4,4,1,2,1253,0,3,40.34790039,-79.93910217
5,1,4,1,2,1258,0,8,40.63430023,-80.05819702
6,4,4,1,2,2145,0,3,40.43429947,-80.05020142
7,1,4,1,3,1700,0,8,40.61619949,-80.09249878
6,4,4,1,2,1634,0,4,40.38259888,-79.81040192
7,4,4,1,2,1430,1,2,40.51240158,-80.1065979
1,1,4,1,3,317,0,4,40.34339905,-79.86319733
1,7,4,1,1,429,0,4,40.42739868,-79.76110077
6,7,4,1,1,1444,0,8,40.40179825,-80.00050354
1,4,4,1,2,1045,0,3,40.44409943,-80.02809906
1,8,4,1,1,1208,0,3,40.40919876,-79.94390106
1,7,4,1,1,1107,0,8,40.38270187,-80.09390259
7,4,4,1,2,2100,0,4,40.44039917,-79.96029663
1,1,4,1,2,1600,0,4,40.46020126,-79.95639801
1,5,4,1,2,1547,0,4,40.40409851,-79.95300293
7,7,4,1,1,225,0,4,40.40930176,-80.00489807
1,8,4,1,1,1605,1,2,40.54079819,-79.80770111
2,7,4,1,1,245,0,8,40.46480179,-79.89890289
2,4,4,1,2,1014,0,3,40.4754982,-80.06500244
7,4,4,1,2,1543,0,8,40.44950104,-80.10739899
3,4,4,1,2,1150,0,1,40.5196991,-80.21779633
7,4,4,1,2,1722,0,4,40.50630188,-80.22309875
4,8,4,2,1,603,0,8,40.33990097,-80.05169678
1,8,4,1,1,1810,0,3,40.42879868,-79.98280334
2,4,4,2,2,1524,0,8,40.3260994,-79.96759796
2,4,4,1,2,1714,0,8,40.4836998,-80.03559875
1,4,4,1,2,1716,0,4,40.48040009,-79.97399902
2,8,4,1,1,1923,0,8,40.4029007,-79.78040314
7,7,4,5,1,730,0,4,40.39490128,-80.18419647
2,7,4,1,1,240,0,4,40.41669846,-80.09980011
4,1,4,1,2,1729,0,4,40.41130066,-80.07520294
2,1,4,1,2,1532,0,4,40.53960037,-80.01200104
3,4,4,2,2,1024,0,8,40.45420074,-79.88400269
3,7,4,3,1,1050,0,4,40.42990112,-79.751297
3,1,4,2,2,1330,0,4,40.4095993,-79.94400024
3,5,4,4,2,1106,0,4,40.34540176,-79.81539917
2,7,4,1,1,1800,0,4,40.47460175,-80.0338974
2,0,4,1,1,2127,0,8,40.28490067,-79.91110229
3,4,4,1,2,1759,0,8,40.4408989,-80.03479767
3,8,4,2,1,1500,0,3,40.44929886,-79.95320129
3,4,4,1,2,1613,0,8,40.29069901,-79.91329956
7,1,4,1,2,1530,0,4,40.52939987,-79.84999847
6,7,3,1,1,2058,0,4,40.48699951,-80.00920105
3,8,4,1,1,1230,0,8,40.4219017,-79.99330139
3,1,4,1,2,1457,0,4,40.55599976,-80.03900146
4,4,4,1,2,1716,0,8,40.46110153,-80.16860199
4,8,4,1,1,1300,0,4,40.43799973,-79.9910965
4,8,4,1,1,1324,0,8,40.43809891,-79.99780273
2,4,4,1,1,1833,0,4,40.37210083,-79.85350037
3,8,4,1,1,2219,0,8,40.3288002,-79.94490051
5,1,4,1,3,1952,0,4,40.51689911,-80.02850342
4,4,4,1,2,1632,0,8,40.43000031,-79.95770264
5,4,3,1,2,47,0,4,40.55530167,-79.81230164
4,8,4,1,1,1758,0,8,40.40280151,-80.08319855
4,4,4,1,2,2149,0,8,40.38389969,-79.82309723
4,1,4,1,2,1552,0,8,40.56930161,-79.95410156
5,1,4,1,2,540,0,4,40.42850113,-79.93779755
5,1,4,1,2,1053,0,8,40.33610153,-79.97250366
4,7,4,1,1,321,0,8,40.58240128,-79.99690247
5,1,4,1,3,1030,0,3,40.43859863,-79.99079895
5,2,4,1,2,1528,0,4,40.35749817,-80.00720215
4,1,4,1,4,2234,0,4,40.4292984,-79.7193985
5,6,4,1,3,2127,0,8,40.4836998,-79.9496994
3,1,3,1,4,1755,0,4,40.40200043,-80.10669708
5,1,4,1,3,1550,0,4,40.45199966,-80.02829742
4,4,4,1,2,1734,0,8,40.40710068,-79.91069794
5,7,4,1,1,2300,0,4,40.37020111,-80.21620178
1,1,4,1,2,1800,0,8,40.53689957,-79.83920288
6,1,4,1,2,2144,0,8,40.42959976,-79.95690155
6,1,4,1,2,2136,0,8,40.42570114,-79.90979767
7,9,4,1,1,2035,0,4,40.56819916,-80.11530304
2,1,4,1,3,1614,0,8,40.42620087,-79.91480255
4,7,4,1,1,1515,0,8,40.44269943,-79.78540039
5,1,4,1,3,1340,0,8,40.46089935,-79.70639801
7,4,4,1,1,1432,0,8,40.32529831,-80.0161972
3,1,4,1,2,1810,0,8,40.53020096,-80.01730347
5,1,4,1,2,1534,0,4,40.42860031,-79.88899994
5,1,4,1,2,1538,0,8,40.43629837,-80
6,0,4,1,1,1723,0,4,40.4435997,-80.18389893
6,4,4,1,2,2057,0,4,40.46229935,-79.81469727
7,4,4,1,2,48,0,4,40.45439911,-79.94779968
5,7,2,4,1,1059,0,8,40.39820099,-80.10500336
7,4,4,1,2,733,0,4,40.47249985,-79.92590332
5,1,4,1,2,842,0,8,40.47819901,-79.75810242
7,7,4,1,1,639,0,8,40.29880142,-79.92030334
7,4,4,1,10,220,1,2,40.42879868,-79.98200226
7,2,4,1,3,1055,0,3,40.5685997,-79.98560333
7,2,4,1,3,857,1,2,40.31520081,-79.83070374
7,7,4,1,3,2356,1,2,40.46659851,-80.0345993
7,1,4,1,2,940,0,4,40.45510101,-79.89969635
1,1,4,1,2,845,0,4,40.60160065,-80.07920074
1,7,4,1,1,1143,0,4,40.63240051,-79.9960022
1,0,4,1,1,1550,0,4,40.46870041,-79.96230316
1,4,4,1,2,1341,0,4,40.36199951,-80.01119995
1,1,4,1,2,1755,0,4,40.40390015,-79.99019623
1,9,4,1,1,2054,0,3,40.45190048,-79.84380341
7,7,4,1,3,1801,0,4,40.38690186,-79.77420044
6,9,4,1,1,1135,0,4,40.65579987,-80.05020142
2,1,4,1,3,947,0,8,40.51860046,-80.16429901
7,4,4,1,2,17,0,8,40.3810997,-79.81189728
2,7,4,1,1,1055,0,8,40.46220016,-80.03040314
2,1,4,1,2,1349,0,4,40.43059921,-80.13400269
5,1,4,1,2,830,0,4,40.46429825,-80.13839722
2,5,4,1,2,1441,0,3,40.50370026,-80.22239685
3,4,4,4,2,1425,0,4,40.50920105,-80.20240021
2,7,4,1,1,846,0,8,40.5102005,-79.76380157
2,1,4,1,2,1255,0,4,40.47460175,-80.03959656
2,4,4,1,2,1621,0,8,40.55059814,-80.19409943
2,7,4,1,1,1527,0,8,40.45589828,-79.82289886
1,1,4,1,2,1548,1,2,40.47570038,-80.00730133
1,1,4,1,2,1500,0,4,40.45959854,-79.87400055
2,7,4,1,1,1950,0,8,40.46839905,-79.79579926
2,4,4,1,2,2325,0,4,40.45330048,-80.00170135
7,7,4,1,1,605,1,2,40.37540054,-79.92669678
6,7,4,1,1,41,0,4,40.43360138,-79.8483963
1,7,4,1,1,700,0,3,40.22819901,-79.85700226
2,1,4,1,2,940,0,4,40.61640167,-79.84809875
5,1,4,1,2,617,0,4,40.61119843,-79.99299622
2,7,4,1,1,1841,0,4,40.36729813,-80.02410126
7,2,3,1,4,1949,0,4,40.42950058,-80.13330078
3,4,4,1,1,1901,0,8,40.44850159,-79.98719788
3,7,4,1,1,5,0,8,40.2336998,-79.85649872
7,4,4,1,2,2100,0,8,40.30979919,-79.91500092
7,4,4,1,2,936,0,4,40.62060165,-80.05470276
2,7,4,1,1,2314,0,8,40.37400055,-79.99629974
2,1,4,1,2,522,0,3,40.37979889,-79.8082962
2,1,4,1,3,2035,0,8,40.37979889,-79.8082962
4,7,4,2,1,120,0,4,40.46289825,-79.98690033
6,7,4,1,1,1826,0,4,40.53070068,-79.8214035
4,1,4,1,2,1554,0,3,40.35630035,-79.93659973
4,1,4,1,2,658,0,8,40.44589996,-79.8483963
4,5,4,1,3,1320,0,8,40.39429855,-80.02639771
4,1,4,1,2,1724,0,8,40.62450027,-80.05380249
4,1,4,1,3,1714,0,8,40.47129822,-79.96620178
4,1,4,1,3,2225,0,8,40.33980179,-79.96759796
2,4,4,1,2,518,0,3,40.44889832,-80.0007019
3,1,4,1,2,1754,0,4,40.44639969,-80.17050171
4,4,4,1,2,1313,0,4,40.44580078,-79.71309662
4,1,4,1,3,1357,0,4,40.43920135,-80.21179962
5,1,4,1,2,754,0,4,40.56420135,-79.77220154
5,4,4,1,2,1015,0,8,40.53379822,-79.84480286
5,7,4,1,1,740,0,4,40.62009811,-79.87380219
5,4,4,1,2,925,0,3,40.44580078,-79.71269989
5,1,4,1,3,1100,0,4,40.45819855,-79.94270325
5,7,4,1,1,1133,0,4,40.417099,-80.06620026
5,1,4,1,2,1008,0,4,40.48289871,-79.80960083
5,4,4,1,5,1320,0,8,40.47249985,-79.92590332
5,1,4,1,2,1515,0,8,40.49150085,-79.90869904
1,1,4,1,3,1531,0,4,40.34019852,-80.02580261
2,7,4,1,4,1111,0,4,40.35279846,-80.05039978
2,1,4,1,3,1726,0,8,40.29809952,-80.02960205
2,1,4,1,3,1754,0,8,40.34220123,-80.0161972
5,1,4,1,2,1805,0,8,40.3783989,-80.17209625
5,7,4,1,1,1712,0,8,40.4632988,-79.84369659
5,0,4,1,1,1901,0,3,40.42470169,-79.96510315
2,7,4,1,1,112,0,4,40.41590118,-79.74659729
5,7,4,1,1,1210,1,2,40.46179962,-79.84100342
5,4,4,1,2,1423,0,4,40.40520096,-80.0904007
5,4,4,1,2,1545,0,4,40.49259949,-79.83640289
5,1,4,1,2,1428,0,8,40.43830109,-79.84290314
6,7,4,1,4,940,0,4,40.37960052,-79.92549896
5,1,4,1,2,1600,0,8,40.50730133,-80.00640106
2,4,4,1,2,1200,0,4,40.63430023,-80.05819702
5,4,4,1,2,2048,0,4,40.40829849,-79.90100098
6,1,4,1,2,730,0,8,40.49269867,-80.08049774
2,7,4,1,1,1515,0,8,40.44039917,-80.02539825
6,1,4,2,3,1630,0,8,40.44850159,-80.01280212
6,4,4,2,2,808,0,8,40.41049957,-79.99089813
5,1,4,1,2,2030,0,8,40.19889832,-79.86940002
5,7,4,1,2,1830,0,4,40.44900131,-79.84549713
6,4,4,2,1,1857,0,8,40.4620018,-79.92459869
6,1,4,2,2,1645,0,8,40.34600067,-80.11399841
6,7,4,1,1,243,0,4,40.59379959,-79.87259674
6,4,4,1,2,530,0,3,40.41090012,-80.00589752
7,6,4,1,1,16,0,8,40.30410004,-79.81220245
6,7,4,1,1,805,0,8,40.6114006,-79.94779968
7,5,4,1,2,707,0,8,40.45780182,-79.97419739
7,1,4,1,3,1124,1,2,40.54650116,-80.21890259
7,1,4,1,3,1545,0,8,40.34389877,-79.79879761
5,4,4,1,1,1834,0,4,40.40060043,-79.90299988
7,4,4,1,2,1630,0,8,40.35689926,-79.83300018
7,4,4,1,2,1905,0,4,40.41009903,-80.03160095
7,0,4,1,1,2117,0,3,40.44889832,-80.01879883
7,1,4,1,2,1921,0,4,40.38090134,-79.81459808
7,1,4,1,2,1100,0,4,40.46409988,-79.82839966
1,7,4,1,2,925,0,3,40.47779846,-79.78610229
1,8,4,1,1,1315,1,2,40.45069885,-79.9355011
1,4,4,1,3,1116,0,4,40.48450089,-79.81880188
6,7,4,1,1,1941,0,8,40.66090012,-79.7594986
1,8,4,1,1,1420,0,3,40.36610031,-79.98169708
7,4,4,1,3,1555,0,8,40.41429901,-79.99420166
7,1,4,1,2,2305,0,4,40.42900085,-80.02429962
1,1,4,1,2,1955,0,3,40.46659851,-79.92539978
4,6,4,1,2,535,0,8,40.48949814,-79.92839813
7,7,4,1,1,500,0,4,40.2859993,-79.8144989
7,4,4,1,2,1728,0,4,40.35350037,-79.83709717
7,1,4,1,3,1409,0,4,40.5943985,-79.94779968
2,8,4,1,2,501,1,2,40.45000076,-79.86789703
7,1,3,1,2,1250,0,4,40.43669891,-80.01529694
4,1,4,1,2,2231,0,3,40.4219017,-80.09780121
4,4,4,1,2,1302,0,8,40.44120026,-79.959198
2,7,4,1,1,715,0,8,40.48419952,-79.76660156
1,2,4,1,4,918,0,8,40.45650101,-79.91590118
2,4,4,1,2,632,0,8,40.47380066,-80.2818985
2,1,4,2,2,1458,0,8,40.46379852,-79.81690216
2,7,4,2,1,1558,0,4,40.48720169,-79.89530182
2,8,4,2,1,1535,0,8,40.37189865,-79.85250092
2,4,4,2,2,1605,0,8,40.24089813,-79.86009979
2,4,4,1,1,1853,0,8,40.46220016,-79.90820313
4,1,4,1,2,1556,0,4,40.49539948,-79.90789795
5,1,4,1,2,1357,0,1,40.43740082,-79.75460052
2,4,4,2,2,1847,0,4,40.29219818,-79.81069946
2,8,4,2,1,2055,0,3,40.43809891,-79.95400238
2,4,4,2,2,2111,0,4,40.48789978,-79.92030334
7,7,4,1,1,203,1,2,40.4654007,-80.11260223
6,7,4,2,1,1800,0,4,40.54219818,-79.82309723
6,4,4,2,2,1245,0,3,40.43209839,-79.75170135
3,1,4,2,2,1013,0,8,40.38819885,-80.08989716
4,2,4,1,2,1138,0,3,40.36830139,-80.08409882
3,1,4,2,2,1015,0,3,40.2969017,-79.91950226
